,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
pluginlib,"('pluginlib', 1.0)","('bride_plugin_source', 0.694332673138965)","('stomp_plugins', 0.6719158983393699)","('mavros_extras', 0.6357637650417167)","('srv_tools', 0.6252656486105815)","('bag_tools', 0.6188980811926951)","('topic_tools', 0.6111811778600578)","('plot_tools', 0.6082805528024829)","('costmap_converter', 0.6049231849222735)","('hrpsys_tools', 0.5973135008967103)","('people_tracking_filter', 0.5943843494211974)","('shape_tools', 0.5800068963167144)","('timestamp_tools', 0.5752745514215011)","('graspit_tools', 0.5667658855127319)","('octomap_rviz_plugins', 0.5493000150561093)","('imu_tools', 0.5364588716298319)","('ridgeback_gazebo_plugins', 0.5285391502006359)","('teleop_tools', 0.526061158037983)","('rqt_robot_plugins', 0.5089445916765952)","('cpr_multimaster_tools', 0.5028699147607878)"
carl_bringup,"('carl_bringup', 1.0)","('carl_estop', 0.7667165272778274)","('carl_bot', 0.6987326781533887)","('carl_phidgets', 0.6679850541196671)","('multisense_bringup', 0.6549804212317479)","('carl_tools', 0.6458696627998968)","('carl_dynamixel', 0.6288497756502399)","('carl_moveit', 0.6147745397157084)","('magni_bringup', 0.6014790120657144)","('loki_bringup', 0.5919006348832805)","('spur_bringup', 0.5463044365516689)","('agvs_sim_bringup', 0.5344082258980557)","('segbot_bringup', 0.47947984699864765)","('maggie_bringup', 0.45217928382132433)","('op3_bringup', 0.42733972603232184)","('rbcar_sim_bringup', 0.3977388929683623)","('cob_bringup_sim', 0.3633944787834491)","('denso_robot_bringup', 0.3581537452946526)","('qb_device_bringup', 0.34527628689410084)","('rtmbuild', 0.33717458265208344)"
metaruby,"('metaruby', 1.0)","('lkh_solver', 0.9010372958111622)","('rosbash', 0.8109783826042694)","('rtsprofile', 0.6505521336117817)","('sophus', 0.5856380207477359)","('qglv_toolkit', 0.5651445957498737)","('warehouse_ros', 0.5376948400123719)","('urdfdom', 0.5060627008015198)","('stereo_wall_detection', 0.47316584057622757)","('urdfdom_py', 0.47039159657041574)","('atlas_v3_moveit_config', 0.45995322338553246)","('hironx_moveit_config', 0.4586430277242055)","('r2_fullbody_moveit_config', 0.45621733294861844)","('message_generation', 0.45493815231129253)","('staro_moveit_config', 0.45378942849940396)","('irb_6640_moveit_config', 0.4515159444692731)","('tra1_moveit_config', 0.4474161591086374)","('libsensors_monitor', 0.4407872646272203)","('yumi_moveit_config', 0.4399705295043811)","('darknet', 0.4342564211426059)"
roseus,"('roseus', 1.0)","('vrpn_client_ros', 0.8473085536128093)","('roslang', 0.8147728568793748)","('roseus_mongo', 0.7443707616465434)","('beliefstate', 0.6490516320627854)","('network_monitor_udp', 0.6280803391476376)","('graspdb', 0.5961641935383117)","('eus_qpoases', 0.5785173893925895)","('actionlib_lisp', 0.5715160452081584)","('ftputil', 0.5373043070175617)","('rosbag_storage', 0.5298004786216763)","('rosruby_actionlib', 0.5242375711568403)","('rosserial_tivac', 0.5006682081118494)","('world_canvas_client_cpp', 0.4922487112875804)","('designator_integration_cpp', 0.485834749231564)","('designator_integration_lisp', 0.48211184574030086)","('mongodb_log', 0.45100266535787736)","('python-ftputil', 0.4440993453570925)","('rtsprofile', 0.4427455998073331)","('class_loader', 0.436107776158527)"
husky_interactive_markers,"('husky_interactive_markers', 1.0)","('husky_robot', 0.8289029042791666)","('husky_base', 0.8256141437290574)","('husky_gazebo', 0.8211730685768559)","('husky_desktop', 0.8192666296066744)","('robot_upstart', 0.8123059168601511)","('husky_description', 0.8114316713231168)","('frontier_exploration', 0.8003337601732684)","('move_base', 0.7927571948308729)","('diagnostics', 0.7919647964416386)","('jackal_simulator', 0.7606741759846803)","('jackal_viz', 0.7491809315565272)","('jackal_msgs', 0.7224234443979002)","('jackal_gazebo', 0.7076656158237584)","('desktop', 0.7010629267029365)","('robot_pose_ekf', 0.6918109436585836)","('jackal_navigation', 0.6810889403329436)","('robot_localization', 0.6754759859110195)","('rqt', 0.6608762354320763)","('joy', 0.6186752979573449)"
grid_map_sdf,"('grid_map_sdf', 1.0)","('grid_map_loader', 0.9742453829884178)","('grid_map_cv', 0.949884616679092)","('cost_map_demos', 0.9412977877426345)","('multirobot_map_merge', 0.9280466034586837)","('grid_map_demos', 0.9000392749180574)","('cost_map_cv', 0.8868160956154139)","('voxel_grid', 0.8538268795139821)","('grid_map_visualization', 0.8497892893960742)","('map_ray_caster', 0.8478329580132759)","('cost_map_visualisations', 0.8316078387103897)","('map_store', 0.8032124160830166)","('ndt_map_builder', 0.750661916834098)","('yujin_maps', 0.7270940896956302)","('orne_maps', 0.6950611284503195)","('ethzasl_gridmap_2d', 0.6868805762227727)","('map_server', 0.6513855164863281)","('willow_maps', 0.642580036509508)","('rail_maps', 0.634185427430241)","('rtabmap_ros', 0.6217410085589286)"
katana_description,"('katana_description', 1.0)","('agvs_description', 0.8123621179822844)","('bhand_description', 0.7998477338520118)","('phantomx_reactor_arm_description', 0.7960574901756019)","('youbot_description', 0.768481576672778)","('innok_heros_description', 0.7462583042700777)","('tetris_description', 0.7350111022625702)","('kingfisher_description', 0.7085933242112422)","('hebiros_description', 0.7064181941744891)","('robotino_description', 0.7056729979814625)","('frida_description', 0.7042406264897862)","('warthog_description', 0.6975547479587698)","('srdfdom', 0.6861177755085379)","('sr_description', 0.6706064787662347)","('desire_description', 0.6671447680187091)","('task_compiler', 0.6555258663096698)","('aubo_description', 0.6508263697298133)","('multisense_description', 0.6395653924346452)","('rmp_description', 0.6348416085193721)","('turtlebot_arm_description', 0.6332712615560829)"
rqt_logger_level,"('rqt_logger_level', 1.0)","('tensorflow_ros_rqt', 0.9297775758196425)","('rqt_reconfigure', 0.9111274767460051)","('rqt_wrapper', 0.8902695918676123)","('rqt_top', 0.8833631360391057)","('rqt_launchtree', 0.8646314294164961)","('tensorflow_ros', 0.8454633414133196)","('mr_rqt', 0.7970131161140885)","('rqt_dep', 0.7832676986228977)","('rqt_console', 0.7612277536314075)","('rqt_bag', 0.7482413289274591)","('rqt_py_trees', 0.7422432646846041)","('rqt_topic', 0.7292404417150057)","('rqt_bag_plugins', 0.7136111931775624)","('arni_rqt_detail_plugin', 0.6851875760635483)","('rqt_bhand', 0.6726716833525943)","('rqt_rotors', 0.668750621030649)","('rqt_graphprofiler', 0.6453946299665585)","('rqt_launch', 0.6152476939248244)","('rqt_srv', 0.603847519054543)"
summit_x_sim,"('summit_x_sim', 1.0)","('summit_xl_common', 0.8642684509990625)","('summit_xl_pad', 0.7862132833802788)","('summit_x_common', 0.7691889088324869)","('summit_xl_description', 0.7302948437206462)","('summit_xl_navigation', 0.6505296542326962)","('summit_x_description', 0.5743826053060023)","('summit_xl_control', 0.5477399389481916)","('rbcar_sim', 0.49928327030325104)","('summit_xl_gazebo', 0.4358393725330967)","('raspigibbon_sim', 0.42185589066529405)","('perception', 0.4091615037951628)","('mobile', 0.3941997315788234)","('navigation', 0.3860870879759313)","('wpi_jaco', 0.38271419480343516)","('urdf_sim_tutorial', 0.37994042269541684)","('agvs_sim_bringup', 0.37624024245987886)","('robot', 0.3758322011809203)","('jaco_ros', 0.37554928583314906)","('gscam', 0.37503010420632643)"
kobuki,"('kobuki', 1.0)","('kobuki_driver', 0.9170855334595988)","('keyboard', 0.8877335845278221)","('turtlebot', 0.8238144538936162)","('stage', 0.8155825404388366)","('yujin_ocs', 0.8088351774443441)","('openni_camera', 0.7798413349965213)","('executive_smach', 0.749370769481862)","('perception', 0.7212050788025371)","('gmapping', 0.7137671127026332)","('kobuki_random_walker', 0.7103997919014022)","('vision_opencv', 0.7083352813704811)","('turtlebot_teleop', 0.6852279610810588)","('robot', 0.6775854611754568)","('turtlebot_bringup', 0.6726945761941144)","('catkin', 0.6653312445349127)","('kobuki_bumper2pc', 0.6566155314458509)","('joy', 0.6551924869145511)","('cob_sick_s300', 0.6533632281790108)","('freenect_stack', 0.6466721593862113)"
tuw_nav_msgs,"('tuw_nav_msgs', 1.0)","('tuw_airskin_msgs', 0.8392687185287004)","('mbf_msgs', 0.8164910716128655)","('tuw_vehicle_msgs', 0.7746300004959386)","('homer_mapnav_msgs', 0.6908674167480032)","('homer_msgs', 0.6800614678859161)","('tuw_object_msgs', 0.6720727790824826)","('or_msgs', 0.6669429685744988)","('folaga_msgs', 0.6657765472399305)","('homer_nav_libs', 0.6549948109253518)","('mongodb_store_msgs', 0.6456209469287532)","('gx_sound_msgs', 0.6438926593456281)","('neobotix_usboard_msgs', 0.639340841979239)","('kartech_linear_actuator_msgs', 0.6369688392066055)","('twist_mux_msgs', 0.6244954877980287)","('mavros_msgs', 0.6066150574574876)","('cartesian_msgs', 0.5924102485333403)","('household_objects_database_msgs', 0.5655834794404915)","('or_libs', 0.5629767221416531)","('squirrel_person_tracker_msgs', 0.5362566038394736)"
mastering_ros_demo_pkg,"('mastering_ros_demo_pkg', 1.0)","('op3_bringup', 0.80876605497484)","('jaco_demo', 0.7166052063401099)","('dji_sdk_dji2mav', 0.6042393081273293)","('dji_sdk', 0.5701830435800811)","('orientus_sdk_c', 0.5689058122947762)","('oculus_sdk', 0.5640116259095868)","('qglv_gallery', 0.47240610601075395)","('ecl_core_apps', 0.43727972765192824)","('jaco_interaction', 0.43452252453869566)","('jsk_demo_common', 0.41103995782747993)","('carl_demos', 0.4052525319737792)","('jaco_teleop', 0.3962342513976542)","('thormang3_walking_demo', 0.3829394929607888)","('thormang3_demo', 0.3534173546324929)","('jaco_gazebo', 0.34117178056085407)","('squirrel_manipulation_msgs', 0.3371518536848619)","('fetcheus', 0.3219071861828544)","('jaco_driver', 0.31227242654901066)","('wpi_jaco_msgs', 0.30974411776893596)"
flir_ptu_driver,"('flir_ptu_driver', 1.0)","('schunk_canopen_driver', 0.9989448115505658)","('gscam', 0.9981068950641737)","('sick_tim', 0.9979469371020527)","('freenect_stack', 0.9972307343051388)","('libfreenect', 0.9968945534779472)","('laser_assembler', 0.9962408619742587)","('urg_node', 0.9956485246584498)","('laser_filters', 0.995547410298552)","('pointgrey_camera_driver', 0.9948696201278736)","('p2os_urdf', 0.9938506061826785)","('cob_sick_s300', 0.9877863834909666)","('serial', 0.9780479186059352)","('catkin', 0.9747209316578316)","('mobile', 0.9533433043638735)","('capabilities', 0.9360349220839592)","('robot', 0.8960451212260765)","('joy', 0.8515904286614024)","('innok_heros_driver', 0.8274603918543213)","('geometry_msgs', 0.8110577514556118)"
tf2_ros,"('tf2_ros', 1.0)","('tf2_bullet', 0.8985661354346042)","('tf2_kdl', 0.866158964821216)","('tf2', 0.8573970329382576)","('geometry2', 0.7981868728506026)","('tf2_msgs', 0.784727381249376)","('tf2_tools', 0.7254969473612137)","('uwsim_bullet', 0.5267950618044696)","('kdl_parser_py', 0.46969691119021406)","('pano_py', 0.4189091965189802)","('python_qt_binding', 0.40083965890228446)","('python-ftputil', 0.39825036003220815)","('rocon_python_redis', 0.3803363503811963)","('aniso8601', 0.3682413450202717)","('ddynamic_reconfigure_python', 0.365410440040123)","('kdl_parser', 0.35840011204078026)","('marshmallow', 0.3558265023619428)","('kdl', 0.35060608142570227)","('pyros_setup', 0.3476109807139198)","('unique_id', 0.3458906535927998)"
ecl_math,"('ecl_math', 1.0)","('ecl_exceptions', 0.8985828045101271)","('ecl_sigslots', 0.8145608396192724)","('ecl_eigen', 0.7550246696256084)","('ecl_linear_algebra', 0.7242841231353357)","('ecl_converters', 0.6995751394485092)","('ecl_console', 0.6893179446156269)","('ecl_errors', 0.6768098153897186)","('convenience_math_functions', 0.6386296667998331)","('ecl_build', 0.632722942505173)","('ecl_command_line', 0.6202693782868709)","('ecl_time', 0.616922944164478)","('eigen_stl_containers', 0.6137353680642712)","('simple_grasping', 0.5977848336189295)","('ecl_containers', 0.5890577328217607)","('flask_cors', 0.5532621406141714)","('ecl_devices', 0.538222498727248)","('flask_restful', 0.5355275216150991)","('ecl_filesystem', 0.5250727725001497)","('simple_drive', 0.5185706317980328)"
ifm_o3mxxx,"('ifm_o3mxxx', 1.0)","('sick_visionary_t_driver', 0.8615276472911495)","('sick_visionary_t', 0.8294840475150046)","('libuvc_camera', 0.801266495839129)","('wge100_driver', 0.7485406944281011)","('korg_nanokontrol', 0.7277687380030331)","('wts_driver', 0.7199247411558554)","('adi_driver', 0.7199181857369173)","('frida_driver', 0.7163355701276651)","('novatel_gps_driver', 0.7085773227465867)","('pacmod', 0.7019400062807465)","('kvh', 0.6781332757765969)","('myahrs_driver', 0.6637105009008053)","('orientus_driver', 0.65686068004003)","('innok_heros_lights', 0.6544931162659969)","('statistics_msgs', 0.6249319993179155)","('epos_driver', 0.6193539490200306)","('ardrone_autonomy', 0.5997980756692445)","('pointgrey_camera_description', 0.5921507633064103)","('mongo_cxx_driver', 0.5907005512316836)"
segbot_sensors,"('segbot_sensors', 1.0)","('force_torque_sensor_calib', 0.755350169303688)","('gravity_compensation', 0.6904483106430284)","('segbot_logical_translator', 0.6132533814721912)","('schunk_simulated_tactile_sensors', 0.6032679003922562)","('ecto_openni', 0.5786248958024869)","('resource_retriever', 0.5598404036365668)","('settlerlib', 0.5244830602402694)","('imu_transformer', 0.5126970904261561)","('thormang3_sensors', 0.5054360803234157)","('force_torque_sensor_controller', 0.4959532794104151)","('segbot_bringup', 0.48539964244112843)","('rosclean', 0.4712900065973429)","('marti_sensor_msgs', 0.4689925108313482)","('allocators', 0.4600425557469461)","('rosboost_cfg', 0.4419450473094517)","('laser_geometry', 0.4341358866906633)","('schunk_grippers', 0.42720038737233423)","('p2os_launch', 0.41676247114351717)","('costmap_2d', 0.41100040709325625)"
face_detector,"('face_detector', 1.0)","('rail_face_detector', 0.8324750314058448)","('handle_detector', 0.7840003615328562)","('cob_vision_utils', 0.5678608344328986)","('cob_object_detection_msgs', 0.5577728066176016)","('tuw_marker_detection', 0.5483406116272445)","('visp_tracker', 0.5322403337667136)","('robot_face', 0.5297738552716287)","('opencv3', 0.5289945729583747)","('rail_object_detector', 0.5274881697020886)","('cram_designators', 0.523970861178829)","('cv_bridge', 0.5107741582927381)","('homer_robot_face', 0.5003585677872803)","('vision_visp', 0.4778123066662747)","('libfovis', 0.47381660911888646)","('pal_vision_segmentation', 0.46526121490052197)","('squirrel_3d_mapping_msgs', 0.4538217686925401)","('checkerboard_detector', 0.4412755828090653)","('stereo_wall_detection', 0.43590076467206806)","('pal_detection_msgs', 0.42340599765347187)"
xpp_quadrotor,"('xpp_quadrotor', 1.0)","('hector_quadrotor_controller', 0.6347971059413771)","('hector_quadrotor_description', 0.6257467333332948)","('hector_quadrotor_demo', 0.5343482165866853)","('hector_quadrotor_gazebo', 0.51181956688362)","('hector_quadrotor_teleop', 0.5042034377084974)","('hector_worldmodel_msgs', 0.500915690574802)","('hector_geotiff', 0.46028648631161206)","('hector_marker_drawing', 0.4508865454145137)","('hector_nav_msgs', 0.4375801921944509)","('simple_drive', 0.418414765312599)","('simple_voice', 0.40167537758840655)","('xpp_hyq', 0.39756030059529546)","('hector_gazebo_worlds', 0.38802246528151574)","('hector_sensors_gazebo', 0.37432693471813205)","('hector_quadrotor_pose_estimation', 0.37153501809147915)","('simple_grasping', 0.3630020160377374)","('librviz_tutorial', 0.35057200376047937)","('rviz_backdrop', 0.3476139934706386)","('rviz_fixed_view_controller', 0.34462099021469417)"
cost_map_demos,"('cost_map_demos', 1.0)","('multirobot_map_merge', 0.9575319295589557)","('cost_map_core', 0.9276965308478428)","('grid_map_loader', 0.9171542030806958)","('map_merger', 0.9100627214960758)","('grid_map_cv', 0.8936187974030402)","('grid_map_ros', 0.8868646372823558)","('grid_map_core', 0.8755729432113788)","('map_store', 0.8664846224670892)","('cost_map', 0.8435070424336069)","('ndt_map_builder', 0.7895478397567621)","('grid_map_visualization', 0.7505981521915764)","('grid_map_octomap', 0.7441227830722483)","('map_server', 0.7125419575267359)","('yujin_maps', 0.6955972152216994)","('orne_maps', 0.6606643449167167)","('mrpt_map', 0.6444240120523921)","('ethzasl_gridmap_2d', 0.6277493808331472)","('nj_oa_costmap', 0.6236961980398431)","('rail_maps', 0.606585196159941)"
waypoint_generator,"('waypoint_generator', 1.0)","('yocs_waypoint_provider', 0.5061939164576368)","('rtt_trajectory_msgs', 0.4709992672997563)","('rtt_std_srvs', 0.44367689026860835)","('rtt_std_msgs', 0.4302413390416129)","('rtt_shape_msgs', 0.4258578325962855)","('rtt_diagnostic_msgs', 0.41677096313872597)","('rtt_control_msgs', 0.41156978866453253)","('rtt_rosdeployment', 0.3981792260948369)","('rosparam_shortcuts', 0.3958418072879697)","('hironx_rpc', 0.3876553696854951)","('flask_reverse_proxy', 0.383717386463561)","('sicktoolbox', 0.37810725200117357)","('rtt_rospack', 0.3747047425307637)","('hironx_rpc_msgs', 0.37396793843445963)","('tork_rpc_util', 0.36559561961162435)","('tork_rpc', 0.3639239456034402)","('logger_binding', 0.3607888674050008)","('rosdoc_lite', 0.3565129075493201)","('squirrel_waypoint_msgs', 0.35119050677013464)"
